Date,ID,Holding,IS_HOLDING,Description,Balance2,Value
2018-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,250235.66809999998
2018-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,249011.07270000002
2018-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,445200.084
2018-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,469728.49662000005
2019-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,357387.67461
2019-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,352406.79072000005
2019-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,419800.80023999995
2019-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,372791.02452
2020-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,458895.17309999996
2020-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,427304.04936
2020-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,497771.24840000004
2020-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,428575.443
2021-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,431907.56239
2021-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,451375.89224
2021-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,382097.40192000003
2021-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,390118.507
2022-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,335109.7552
2022-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,383879.56178000005
2022-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,388806.306
2022-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,315169.42435000004
2023-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,295083.33540000004
2023-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,293803.35503999994
2023-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,344856.74256
2023-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,328864.90888999996
2024-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,362404.89389999997
2024-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,351160.33092000004
2024-09-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,275220.45
2024-12-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,303257.35192000004
2025-03-31,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,289178.3033
2025-06-30,PAMPA_CALICHERA,PAMPA_CALICHERA,-1,Otros pasivos financieros no corrientes,Debt,228393.54772
2017-03-31,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,863467.84778
2017-06-30,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,793184.56938
2017-09-30,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,758922.6817000001
2017-12-31,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,896011.94498
2018-03-31,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,981497.48438
2018-06-30,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,821961.5081500001
2018-09-30,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,972201.258
2018-12-31,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,1213869.1309800001
2019-03-31,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,1068847.47771
2019-06-30,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,1371695.05404
2019-09-30,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,1254217.4171199999
2019-12-31,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,1677530.5701600001
2020-03-31,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,1502660.6595
2020-06-30,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,1722323.6736
2020-09-30,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,1723352.7179
2020-12-31,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,1554873.7698
2021-03-31,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,1414263.74204
2021-06-30,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,1538602.8112
2021-09-30,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,1970225.08661
2021-12-31,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,1473289.393
2022-03-31,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,1459248.22824
2022-06-30,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,1492588.76704
2022-09-30,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,1449015.456
2022-12-31,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,1204576.6201900002
2023-03-31,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,1386061.7064
2023-06-30,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,1108906.4333999997
2023-09-30,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,1089654.4098
2023-12-31,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,1410262.9150399999
2024-03-31,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,1688640.48864
2024-06-30,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,1502807.51012
2024-09-30,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,1686489.7575
2024-12-31,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,2073498.06004
2025-03-31,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,1950087.1285
2025-06-30,ANTARCHILE,ANTARCHILE,1,Efectivo y equivalentes al efectivo,Cash,2253177.7034
2017-03-31,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,124222.24359999999
2017-06-30,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,130221.94671
2017-09-30,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,124332.86235000001
2017-12-31,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,116200.90794000002
2018-03-31,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,81099.99792000001
2018-06-30,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,309130.4655
2018-09-30,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,317178.666
2018-12-31,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,235780.47204000002
2019-03-31,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,133802.17377000002
2019-06-30,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,112745.94282000001
2019-09-30,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,118664.64495999999
2019-12-31,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,93016.44116
2020-03-31,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,151894.77029999997
2020-06-30,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,112878.0972
2020-09-30,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,107216.85496000001
2020-12-31,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,137745.85080000001
2021-03-31,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,102302.85507
2021-06-30,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,94248.19039999999
2021-09-30,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,147059.38077000002
2021-12-31,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,157843.811
2022-03-31,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,142094.97456
2022-06-30,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,295091.41714
2022-09-30,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,297990.714
2022-12-31,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,480173.8566
2023-03-31,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,220771.22536
2023-06-30,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,196710.37956
2023-09-30,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,418467.66588
2023-12-31,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,352884.18116000004
2024-03-31,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,411041.54532
2024-06-30,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,345068.0968
2024-09-30,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,275906.9775
2024-12-31,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,273537.4052
2025-03-31,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,262626.00680000003
2025-06-30,ANTARCHILE,ANTARCHILE,1,Otros activos financieros corrientes,Cash,362253.96194
2017-03-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,636898.4298399999
2017-06-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,572944.4661600001
2017-09-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,692946.93225
2017-12-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,664673.84448
2018-03-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,652314.12292
2018-06-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,755718.98785
2018-09-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,867045.9105
2018-12-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,826757.9960000002
2019-03-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,887565.15786
2019-06-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,858655.7015399999
2019-09-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,947962.3151199999
2019-12-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,723942.64722
2020-03-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,825575.8055999998
2020-06-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,877020.4461599999
2020-09-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,577095.8436
2020-12-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,518880.16332
2021-03-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,556432.8844
2021-06-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,568969.95792
2021-09-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,619445.74432
2021-12-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,520237.366
2022-03-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,681377.5033999999
2022-06-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,1002175.7592900001
2022-09-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,1321914.972
2022-12-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,1831683.71129
2023-03-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,1824159.56464
2023-06-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,1754379.1473599998
2023-09-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,2398050.41652
2023-12-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,1825543.42103
2024-03-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,1937465.55408
2024-06-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,2161162.51736
2024-09-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,1019219.085
2024-12-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,1195787.3542
2025-03-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,1274378.7241000002
2025-06-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros corrientes,Debt,1275195.59258
2017-03-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,3907799.45506
2017-06-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,3872723.27202
2017-09-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,3514429.3404500005
2017-12-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,3515170.82482
2018-03-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,3982251.27556
2018-06-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,4110690.6966000004
2018-09-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,4092817.5855
2018-12-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,4490777.737980001
2019-03-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,4716025.8539700005
2019-06-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,5463228.50604
2019-09-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,5542880.267839999
2019-12-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,6307087.02558
2020-03-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,6693769.2276
2020-06-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,6653887.49208
2020-09-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,6621488.79504
2020-12-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,6046245.5500799995
2021-03-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,5926905.58939
2021-06-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,5965961.92192
2021-09-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,6479303.57973
2021-12-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,6766377.926
2022-03-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,6050580.1202
2022-06-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,6970493.093900001
2022-09-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,7067986.296
2022-12-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,6239323.19013
2023-03-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,6101724.59792
2023-06-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,6451639.22964
2023-09-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,6693074.08704
2023-12-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,6854221.731070001
2024-03-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,7417301.044439999
2024-06-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,7028766.28132
2024-09-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,6744399.555
2024-12-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,7862205.74224
2025-03-31,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,7586278.2514
2025-06-30,ANTARCHILE,ANTARCHILE,1,Otros pasivos financieros no corrientes,Debt,8069007.6662
2017-03-31,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,15074.85234
2017-06-30,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,33557.099579999995
2017-09-30,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,27697.24335
2017-12-31,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,36225.38404
2018-03-31,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,4817.8696
2018-06-30,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,37312.20075
2018-09-30,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,51223.914
2018-12-31,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,45993.45728
2019-03-31,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,16108.45959
2019-06-30,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,35625.34386
2019-09-30,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,32125.8536
2019-12-31,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,15958.69584
2020-03-31,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,12322.128
2020-06-30,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,28603.62168
2020-09-30,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,146672.05512
2020-12-31,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,101414.28912
2021-03-31,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,276946.23135
2021-06-30,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,241755.65232
2021-09-30,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,180021.83898000003
2021-12-31,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,267503.9545
2022-03-31,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,263040.53424
2022-06-30,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,203779.79478999999
2022-09-30,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,135761.64
2022-12-31,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,154797.751
2023-03-31,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,142485.67844
2023-06-30,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,61236.4572
2023-09-30,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,110711.5614
2023-12-31,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,78085.41307000001
2024-03-31,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,93467.56272
2024-06-30,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,31028.929539999997
2024-09-30,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,27496.95
2024-12-31,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,21689.727440000002
2025-03-31,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,18606.9487
2025-06-30,ORO_BLANCO,ORO_BLANCO,1,Efectivo y equivalentes al efectivo,Cash,8733.26142
2017-03-31,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,25770.184739999997
2017-06-30,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,17325.03483
2017-09-30,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,23149.4975
2017-12-31,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,20495.439080000004
2018-03-31,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,33280.82636
2018-06-30,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,23589.267700000004
2018-09-30,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,15727.1625
2018-12-31,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,20931.22503
2019-03-31,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,34257.46482
2019-06-30,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,13908.57588
2019-09-30,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,85715.14455999999
2019-12-31,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,14631.783
2020-03-31,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,40343.121
2020-06-30,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,14650.396560000001
2020-09-30,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,19582.47498
2020-12-31,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,18236.90484
2021-03-31,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,24380.727219999997
2021-06-30,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,14447.51672
2021-09-30,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,203187.7315
2021-12-31,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,232057.032
2022-03-31,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,291199.60892
2022-06-30,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,213313.4439
2022-09-30,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,141436.89
2022-12-31,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,29986.58488
2023-03-31,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,62416.26832
2023-06-30,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,63881.2878
2023-09-30,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,55908.49968
2023-12-31,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,10457.62298
2024-03-31,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,11613.69636
2024-06-30,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,0.95102
2024-09-30,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,0.0
2024-12-31,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,0.0
2025-03-31,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,7570.6922
2025-06-30,ORO_BLANCO,ORO_BLANCO,1,Otros activos financieros corrientes,Cash,12302.17378
2017-03-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,39962.373960000004
2017-06-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,44102.138580000006
2017-09-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,33898.88865
2017-12-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,36130.02494
2018-03-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,59544.268280000004
2018-06-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,225272.12855000002
2018-09-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,40219.2
2018-12-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,33928.80130000001
2019-03-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,116301.56622
2019-06-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,113866.3521
2019-09-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,141636.77104
2019-12-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,143087.66844
2020-03-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,190595.223
2020-06-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,180123.30312
2020-09-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,53758.259340000004
2020-12-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,45727.04208
2021-03-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,41257.32694
2021-06-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,31906.00504
2021-09-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,187181.82588
2021-12-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,194272.77225
2022-03-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,182129.145
