Date,ID,Holding,IS_HOLDING,Description,Balance2,Value
2020-03-31,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,31594.0716
2020-06-30,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,25623.90768
2020-09-30,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,36658.60026000001
2020-12-31,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,32308.077
2021-03-31,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,45077.47692
2021-06-30,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,30895.73032
2021-12-31,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,30758.644
2022-03-31,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,22354.55684
2022-06-30,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,25446.370199999998
2022-09-30,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,129765.678
2022-12-31,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,117353.19785
2023-03-31,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,104423.87872000001
2023-06-30,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,89834.34023999999
2023-09-30,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,100719.99828
2023-12-31,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,80799.33519
2024-03-31,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,89136.2493
2024-06-30,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,73415.89094
2024-09-30,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,53688.06375
2024-12-31,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,59915.11892
2025-03-31,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,66372.6994
2025-06-30,NUTRAVALOR,ANTARCHILE,-1,Efectivo y equivalentes al efectivo,Cash,58755.1146
2021-09-30,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,31.618
2017-03-31,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,12988.136
2017-06-30,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,6583.02246
2017-09-30,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,53724.02915
2017-12-31,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,25.83924
2018-03-31,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,0.0
2018-06-30,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,0.0
2018-09-30,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,0.0
2018-12-31,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,3532.7138200000004
2019-03-31,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,3418.39071
2019-06-30,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,0.0
2019-09-30,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,0.0
2019-12-31,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,31163.09162
2020-03-31,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,31677.855299999996
2020-06-30,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,30142.460280000003
2020-09-30,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,33517.62242
2020-12-31,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,31618.885440000002
2021-03-31,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,27388.967210000003
2021-06-30,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,25895.82632
2021-12-31,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,40453.1945
2022-03-31,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,35374.9704
2022-06-30,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,24839.19
2022-09-30,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,35098.644
2022-12-31,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,30272.80171
2023-03-31,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,26910.286760000003
2023-06-30,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,33222.12252
2023-09-30,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,36396.0234
2023-12-31,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,26422.7033
2024-03-31,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,31562.88702
2024-06-30,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,22261.47616
2024-09-30,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,10743.34875
2024-12-31,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,43784.23984
2025-03-31,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,38514.7849
2025-06-30,NUTRAVALOR,ANTARCHILE,-1,Otros activos financieros corrientes,Cash,15357.364880000001
2021-09-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,227.012
2017-03-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,209998.27932
2017-06-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,210577.13352
2017-09-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,173379.22825
2017-12-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,125266.17464
2018-03-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,131915.81174
2018-06-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,145000.8428
2018-09-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,138082.1715
2018-12-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,151372.40434
2019-03-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,164159.03616
2019-06-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,204542.6796
2019-09-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,237734.21936
2019-12-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,259803.87496000002
2020-03-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,290554.2549
2020-06-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,289691.06052
2020-09-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,263154.95160000003
2020-12-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,229569.77976
2021-03-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,243327.00804
2021-06-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,169320.2784
2021-12-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,209180.2055
2022-03-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,216155.71031999998
2022-06-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,272586.19103000005
2022-09-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,262437.084
2022-12-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,195622.75697999998
2023-03-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,195502.72420000003
2023-06-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,207203.01252
2023-09-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,214210.11744
2023-12-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,195247.58939
2024-03-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,233306.40858000002
2024-06-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,227716.03287999998
2024-09-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,211703.2125
2024-12-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,239218.98228
2025-03-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,232145.5031
2025-06-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros corrientes,Debt,239167.65808000002
2021-09-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,113.5
2017-03-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,113014.01236
2017-06-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,47253.7125
2017-09-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,57505.007600000004
2017-12-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,36297.98
2018-03-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,27841.96
2018-06-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,27359.688750000005
2018-09-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,27958.959
2018-12-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,25145.019360000002
2019-03-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,24617.31696
2019-06-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,22873.20984
2019-09-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,10626.85792
2019-12-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,7758.9404
2020-03-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,22548.817199999998
2020-06-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,13878.12
2020-09-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,28240.56
2020-12-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,25604.64
2021-03-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,26355.96
2021-06-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,83454.28
2021-12-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,96503.375
2022-03-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,75960.94
2022-06-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,88777.105
2022-09-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,93219.0
2022-12-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,66612.025
2023-03-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,61172.30000000001
2023-06-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,28093.8
2023-09-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,31739.4
2023-12-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,30960.65
2024-03-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,34383.3
2024-06-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,16642.85
2024-09-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,15684.375
2024-12-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,17362.1
2025-03-31,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,16556.75
2025-06-30,NUTRAVALOR,ANTARCHILE,-1,Otros pasivos financieros no corrientes,Debt,0.0
2017-03-31,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,101575.334
2017-06-30,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,129783.835
2017-09-30,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,159116.009
2017-12-31,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,165227.965
2018-03-31,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,69019.52
2018-06-30,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,50811.598
2018-09-30,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,27444.524
2018-12-31,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,89681.76
2019-03-31,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,52287.861
2019-06-30,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,42827.358
2019-09-30,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,51151.456
2019-12-31,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,462122.656
2020-03-31,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,314382.604
2020-06-30,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,354529.805
2020-09-30,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,316641.362
2020-12-31,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,220737.623
2021-03-31,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,62047.789
2021-06-30,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,118920.941
2021-09-30,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,127736.258
2021-12-31,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,112882.66
2022-03-31,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,115474.033
2022-06-30,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,376331.552
2022-09-30,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,288835.076
2022-12-31,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,199735.925
2023-03-31,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,114202.451
2023-06-30,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,89173.246
2023-09-30,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,209811.976
2023-12-31,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,533330.369
2024-03-31,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,286777.782
2024-06-30,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,89716.272
2024-09-30,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,221176.721
2024-12-31,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,89747.31
2025-03-31,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,189833.66
2025-06-30,ALMENDRAL,ALMENDRAL,1,Efectivo y equivalentes al efectivo,Cash,276332.624
2017-03-31,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,4994.86
2017-06-30,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,4396.278
2017-09-30,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,3417.881
2017-12-31,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,2118.672
2018-03-31,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,1520.074
2018-06-30,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,9093.351
2018-09-30,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,9713.472
2018-12-31,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,17161.83
2019-03-31,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,11686.201
2019-06-30,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,9321.125
2019-09-30,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,15412.001
2019-12-31,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,162711.744
2020-03-31,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,191399.022
2020-06-30,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,77859.319
2020-09-30,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,249802.41
2020-12-31,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,389290.088
2021-03-31,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,422777.407
2021-06-30,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,426775.643
2021-09-30,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,425585.95
2021-12-31,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,326830.155
2022-03-31,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,264268.312
2022-06-30,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,321727.176
2022-09-30,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,254340.253
2022-12-31,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,185557.202
2023-03-31,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,168610.106
2023-06-30,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,130023.052
2023-09-30,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,178950.703
2023-12-31,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,170911.805
2024-03-31,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,372531.107
2024-06-30,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,393138.748
2024-09-30,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,283400.543
2024-12-31,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,302676.836
2025-03-31,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,166199.387
2025-06-30,ALMENDRAL,ALMENDRAL,1,Otros activos financieros corrientes,Cash,71989.856
2017-03-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,30202.034
2017-06-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,26413.925
2017-09-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,33127.088
2017-12-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,36661.367
2018-03-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,39156.836
2018-06-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,22031.646
2018-09-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,25753.079
2018-12-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,20739.206
2019-03-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,25250.195
2019-06-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,58831.884
2019-09-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,55513.094
2019-12-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,28936.558
2020-03-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,33304.77
2020-06-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,42743.067
2020-09-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,45276.633
2020-12-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,46799.456
2021-03-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,44787.511
2021-06-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,62591.809
2021-09-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,76295.812
2021-12-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,196915.375
2022-03-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,240284.842
2022-06-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,326181.719
2022-09-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,350444.21
2022-12-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,292687.995
2023-03-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,268924.866
2023-06-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,310984.145
2023-09-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,330566.875
2023-12-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,352851.934
2024-03-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,348929.2
2024-06-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,331957.085
2024-09-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,569947.633
2024-12-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,393574.931
2025-03-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,403874.612
2025-06-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros corrientes,Debt,371912.288
2017-03-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,1637613.488
2017-06-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,1735965.7
2017-09-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,1690317.225
2017-12-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,1660324.141
2018-03-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,1680588.278
2018-06-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,1742515.297
2018-09-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,1767275.252
2018-12-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,1864445.261
2019-03-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,1834784.542
2019-06-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,1844307.315
2019-09-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,1921783.549
2019-12-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,2038693.333
2020-03-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,2175070.728
2020-06-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,2103854.907
2020-09-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,2041708.467
2020-12-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,1908808.5
2021-03-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,1933292.622
2021-06-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,1912950.715
2021-09-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,2026716.107
2021-12-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,1978931.835
2022-03-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,1939354.811
2022-06-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,2226321.394
2022-09-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,2297036.53
2022-12-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,1971778.497
2023-03-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,1893085.961
2023-06-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,1875353.755
2023-09-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,1992197.465
2023-12-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,1786727.295
2024-03-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,1921818.165
2024-06-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,1833542.685
2024-09-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,1531205.487
2024-12-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,1635384.445
2025-03-31,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,1599333.182
2025-06-30,ALMENDRAL,ALMENDRAL,1,Otros pasivos financieros no corrientes,Debt,1662431.01
2017-03-31,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,52963.712
2017-06-30,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,6501.671
2017-09-30,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,6606.987
2017-12-31,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,19803.208
2018-03-31,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,24696.798
2018-06-30,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,40213.748
2018-09-30,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,35114.361
