Date,Date_quarter,Holding,HoldingValue,NetDebt,eqy_shares_total,NAV,NAV_PS,Price,Discount,NetDebt_ffill,LastFinDate,DaysSinceFin,StaleFund
2017-03-20,2017Q1,INVERCAP,529060.4967370665,-267032.10019999987,149.253056,796092.5969370664,5333.844534058093,2266.7,0.5750344830025538,-267032.10019999987,2025-06-30,-3024.0,False
2017-03-21,2017Q1,INVERCAP,504714.37297841953,-267032.10019999987,149.253056,771746.4731784194,5170.724766790835,2201.2,0.5742956550042491,-267032.10019999987,2025-06-30,-3023.0,False
2017-03-22,2017Q1,INVERCAP,514198.1885300803,-267032.10019999987,149.253056,781230.2887300802,5234.266618501133,2210.0,0.5777823024550385,-267032.10019999987,2025-06-30,-3022.0,False
2017-03-23,2017Q1,INVERCAP,506747.5471343578,-267032.10019999987,149.253056,773779.6473343577,5184.3470952739335,2198.0,0.5760314732777627,-267032.10019999987,2025-06-30,-3021.0,False
2017-03-24,2017Q1,INVERCAP,501453.4994120266,-267032.10019999987,149.253056,768485.5996120265,5148.87681503839,2150.0,0.5824332029617668,-267032.10019999987,2025-06-30,-3020.0,False
2017-03-27,2017Q1,INVERCAP,493411.7434853443,-267032.10019999987,149.253056,760443.8436853441,5094.996806533356,2070.0,0.5937190780285432,-267032.10019999987,2025-06-30,-3017.0,False
2017-03-28,2017Q1,INVERCAP,517939.7486381328,-267032.10019999987,149.253056,784971.8488381327,5259.335184655333,2150.0,0.5912030847030149,-267032.10019999987,2025-06-30,-3016.0,False
2017-03-29,2017Q1,INVERCAP,520070.35925521824,-267032.10019999987,149.253056,787102.4594552182,5273.610340382031,2143.5,0.5935422108102282,-267032.10019999987,2025-06-30,-3015.0,False
2017-03-30,2017Q1,INVERCAP,514860.75646588136,-267032.10019999987,149.253056,781892.8566658812,5238.705843757607,2139.8,0.5915403414853373,-267032.10019999987,2025-06-30,-3014.0,False
2017-03-31,2017Q1,INVERCAP,505032.665418167,-267032.10019999987,149.253056,772064.7656181669,5172.857335786592,2080.0,0.597901147280778,-267032.10019999987,2025-06-30,-3013.0,False
2017-04-03,2017Q2,INVERCAP,499030.57941149955,-260082.44397000008,149.253056,759113.0233814996,5086.080270152054,2120.0,0.5831760634134426,-260082.44397000008,2025-06-30,-3010.0,False
